Collisions_CONTRIBUTING FACTOR VEHICLE 1,Collisions_VEHICLE TYPE CODE 1,Collisions_VEHICLE TYPE CODE 2,Collisions_VEHICLE TYPE CODE 3,Arrests_PD_DESC,Arrests_AGE_GROUP,Arrests_PERP_SEX,Arrests_PERP_RACE,Complaint_LAW_CAT_CD,Complaint_PD_DESC,Complaint_PREM_TYP_DESC,Complaint_SUSP_AGE_GROUP,Complaint_SUSP_RACE,Complaint_SUSP_SEX,Complaint_VIC_AGE_GROUP,Complaint_VIC_RACE,Complaint_VIC_SEX,Shooting_LOCATION_DESC,Shooting_STATISTICAL_MURDER_FLAG,Shooting_PERP_AGE_GROUP,Shooting_PERP_SEX,Shooting_PERP_RACE,Shooting_VIC_AGE_GROUP,Shooting_VIC_SEX,Shooting_VIC_RACE,sector index
Backing Unsafely,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,WHITE HISPANIC,,,,,,,,,,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,2056
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,25-44,WHITE,M,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,2057
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,2058
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,F,,FALSE,,,,25-44,M,WHITE HISPANIC,2059
Driver Inattention/Distraction,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,Sedan,ASSAULT 3,25-44,M,WHITE HISPANIC,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",COMMERCIAL BUILDING,(null),(null),(null),UNKNOWN,WHITE HISPANIC,F,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,2060
Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,"NY STATE LAWS,UNCLASSIFIED VIOLATION",25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,2061
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,MISDEMEANOR,AGGRAVATED HARASSMENT 2,PUBLIC SCHOOL,(null),(null),(null),UNKNOWN,UNKNOWN,D,,,,,,,,,2062
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,BLACK,MISDEMEANOR,"TRESPASS 2, CRIMINAL",RESIDENCE - APT. HOUSE,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,D,,,,,,,,,2063
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,BLACK,M,STORE UNCLASSIFIED,FALSE,18-24,M,BLACK,25-44,M,BLACK,2064
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,BLACK,FELONY,"FORGERY,ETC.,UNCLASSIFIED-FELO",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,M,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK,2065
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,BLACK,FELONY,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,25-44,BLACK,M,<18,BLACK,F,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,18-24,M,BLACK,2066
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED INFRACTION",25-44,M,BLACK,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,25-44,BLACK,M,25-44,BLACK,F,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK,2067
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE-HOUSE,45-64,BLACK,M,45-64,BLACK,F,,FALSE,25-44,M,BLACK,18-24,M,BLACK,2068
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,SOCIAL CLUB/POLICY LOCATI,FALSE,18-24,M,BLACK,25-44,M,BLACK,2069
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,65+,BLACK,F,,FALSE,25-44,M,BLACK,25-44,M,BLACK,2070
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,MISDEMEANOR,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMMERCIAL BUILDING,UNKNOWN,UNKNOWN,U,UNKNOWN,BLACK,F,BAR/NIGHT CLUB,FALSE,18-24,M,BLACK,25-44,M,BLACK,2071
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,BLACK,FELONY,RAPE 1,RESIDENCE-HOUSE,25-44,UNKNOWN,M,25-44,BLACK,F,COMMERCIAL BLDG,FALSE,25-44,M,BLACK,25-44,M,BLACK,2072
Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - PUBLIC HOUSING,25-44,BLACK,M,25-44,BLACK,M,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,2073
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,VIOLATION,"HARASSMENT,SUBD 3,4,5",PARK/PLAYGROUND,45-64,BLACK,F,45-64,BLACK,F,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK,2074
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,BLACK,FELONY,"HARASSMENT,SUBD 3,4,5",STREET,45-64,UNKNOWN,F,25-44,BLACK,F,,FALSE,45-64,M,BLACK,25-44,M,BLACK,2075
Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,",25-44,M,BLACK,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,BLACK HISPANIC,F,45-64,BLACK,F,,,,,,,,,2076
Driver Inattention/Distraction,Sedan,Sedan,Sedan,RECKLESS ENDANGERMENT 2,25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,(null),(null),(null),18-24,WHITE HISPANIC,D,,,,,,,,,2077
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,,"LARCENY,GRAND OF AUTO",25-44,M,WHITE,,,,,,,,,,,,,,,,,,2080
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",COMMERCIAL BUILDING,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,HOTEL/MOTEL,FALSE,25-44,M,BLACK,25-44,M,BLACK,2081
Backing Unsafely,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,ASSAULT 3,25-44,M,WHITE,,,,,,,,,,,,,,,,,,2082
Aggressive Driving/Road Rage,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,"MARIJUANA, POSSESSION 4 & 5",18-24,M,ASIAN / PACIFIC ISLANDER,,,,,,,,,,,,,,,,,,2083
Other Vehicular,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMMERCIAL BUILDING,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,,,,,,,,,2092
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,,,,,,,,,,,,,,,,,,,,,,,,2093
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",STREET,UNKNOWN,UNKNOWN,M,25-44,BLACK,M,,TRUE,,,,18-24,M,BLACK,2095
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"ROBBERY,UNCLASSIFIED,OPEN AREAS",18-24,M,BLACK,,,,,,,,,,,,,,,,,,2096
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,2132
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,UNKNOWN,D,GAS STATION,FALSE,18-24,M,BLACK,25-44,M,BLACK,2133
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"NY STATE LAWS,UNCLASSIFIED VIOLATION",25-44,M,WHITE HISPANIC,MISDEMEANOR,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,45-64,WHITE,M,25-44,UNKNOWN,D,,FALSE,18-24,M,BLACK,18-24,M,BLACK,2134
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"MENACING,UNCLASSIFIED",25-44,M,WHITE HISPANIC,,,,,,,,,,,,,,,,,,2135
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,"TRAFFIC,UNCLASSIFIED INFRACTIO",25-44,M,WHITE,,,,,,,,,,,,,,,,,,2136
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"INTOXICATED DRIVING,ALCOHOL",25-44,M,WHITE,VIOLATION,"HARASSMENT,SUBD 3,4,5",PUBLIC SCHOOL,UNKNOWN,UNKNOWN,M,<18,WHITE HISPANIC,F,,FALSE,,,,18-24,M,WHITE,2137
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE,FELONY,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",STREET,UNKNOWN,UNKNOWN,U,25-44,WHITE,M,,,,,,,,,2138
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,FELONY,STRANGULATION 1ST,RESIDENCE - APT. HOUSE,25-44,BLACK,M,25-44,BLACK,F,GROCERY/BODEGA,FALSE,25-44,M,BLACK,18-24,M,BLACK,2139
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,MISDEMEANOR,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,2140
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",RESIDENCE - APT. HOUSE,UNKNOWN,BLACK,M,45-64,BLACK,M,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,2141
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,BLACK,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,25-44,BLACK,M,MULTI DWELL - APT BUILD,FALSE,<18,M,BLACK,25-44,M,BLACK,2142
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,BLACK,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,BLACK,F,25-44,BLACK,F,PVT HOUSE,FALSE,<18,M,BLACK,25-44,M,BLACK,2143
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED INFRACTION",25-44,M,BLACK,MISDEMEANOR,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK,2144
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED INFRACTION",25-44,M,BLACK,MISDEMEANOR,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,45-64,BLACK,M,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,18-24,M,BLACK,2145
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,2146
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Sedan,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",25-44,M,BLACK,FELONY,"FRAUD,UNCLASSIFIED-FELONY",CHECK CASHING BUSINESS,UNKNOWN,UNKNOWN,M,UNKNOWN,BLACK,D,SOCIAL CLUB/POLICY LOCATI,FALSE,18-24,M,BLACK,25-44,M,BLACK,2147
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,BLACK,FELONY,"BURGLARY,RESIDENCE,UNKNOWN TIM",RESIDENCE-HOUSE,(null),(null),(null),25-44,UNKNOWN,F,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,2148
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"PROSTITUTION, PATRONIZING 4, 3",25-44,M,BLACK,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,UNKNOWN,UNKNOWN,U,45-64,BLACK,F,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,2149
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,UNKNOWN,BLACK,U,45-64,BLACK,F,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK,2150
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL",RESIDENCE - APT. HOUSE,45-64,BLACK,M,25-44,BLACK,D,,,,,,,,,2151
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,BLACK,,,,,,,,,,,,,,,,,,2152
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,",25-44,M,BLACK,,,,,,,,,,,,,,,,,,2153
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,,"ASSAULT 2,1,UNCLASSIFIED",18-24,M,WHITE,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,M,25-44,WHITE,F,,TRUE,25-44,M,BLACK,25-44,M,BLACK HISPANIC,2154
Driver Inattention/Distraction,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,WHITE,FELONY,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE-HOUSE,25-44,WHITE HISPANIC,M,65+,WHITE,M,,,,,,,,,2155
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,PASSENGER VEHICLE,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",25-44,M,WHITE,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE,F,RESTAURANT/DINER,FALSE,45-64,M,WHITE,25-44,M,ASIAN / PACIFIC ISLANDER,2156
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,ASSAULT 3,25-44,M,WHITE,,,,,,,,,,,,,,,,,,2157
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED INFRACTION",25-44,M,BLACK,,,,,,,,,,,,,,,,,,2165
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED MISDEMEAN",25-44,M,BLACK,,,,,,,,,,,TRUE,,,,25-44,M,BLACK HISPANIC,2166
Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"FORGERY,ETC.,UNCLASSIFIED-FELONY",25-44,M,BLACK,,,,,,,,,,,,,,,,,,2167
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,"ASSAULT 2,1,UNCLASSIFIED",25-44,M,BLACK,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE-HOUSE,25-44,WHITE HISPANIC,M,45-64,WHITE HISPANIC,F,PVT HOUSE,TRUE,25-44,M,BLACK,<18,F,BLACK,2168
Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,ASSAULT 3,25-44,M,BLACK,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE-HOUSE,45-64,BLACK,F,25-44,BLACK,F,,FALSE,25-44,M,BLACK,25-44,M,BLACK,2169
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,ASSAULT 3,25-44,M,BLACK,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,45-64,BLACK,F,,FALSE,,,,18-24,M,BLACK,2170
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,BLACK,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR",DEPARTMENT STORE,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,PVT HOUSE,FALSE,,,,18-24,M,BLACK,2171
Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,"LARCENY,GRAND BY DISHONEST EMP",CLOTHING/BOUTIQUE,18-24,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,D,,,,,,,,,2208
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,M,WHITE HISPANIC,FELONY,RAPE 1,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,<18,WHITE HISPANIC,F,,FALSE,,,,25-44,M,BLACK HISPANIC,2209
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,WHITE HISPANIC,MISDEMEANOR,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,F,,,,,,,,,2210
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,WHITE HISPANIC,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,UNKNOWN,WHITE,M,UNKNOWN,UNKNOWN,D,,,,,,,,,2211
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,25-44,F,BLACK,MISDEMEANOR,"TRESPASS 2, CRIMINAL",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,BLACK,M,,,,,,,,,2212
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"NY STATE LAWS,UNCLASSIFIED VIOLATION",25-44,M,BLACK,,,,,,,,,,,,,,,,,,2213
Driver Inattention/Distraction,PASSENGER VEHICLE,Sedan,PASSENGER VEHICLE,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,BLACK,F,BAR/NIGHT CLUB,FALSE,18-24,M,BLACK,25-44,M,BLACK,2214
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,BLACK,F,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,2215
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,FELONY,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,25-44,BLACK,M,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,2216
Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,BLACK,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE - APT. HOUSE,<18,BLACK HISPANIC,F,65+,BLACK,F,GROCERY/BODEGA,FALSE,18-24,M,BLACK,25-44,M,BLACK,2217
Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,25-44,BLACK,F,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,2218
Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,25-44,M,BLACK,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,18-24,BLACK,M,45-64,BLACK,F,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK,2219
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"CONTROLLED SUBSTANCE, POSSESSION 7",25-44,M,BLACK,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,BLACK,F,45-64,BLACK,F,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,2220
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,FELONY,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,BLACK,F,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,18-24,M,BLACK,2221
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,FELONY,"LARCENY,PETIT FROM AUTO",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,45-64,BLACK,F,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,18-24,M,BLACK,2222
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"THEFT OF SERVICES, UNCLASSIFIED",25-44,M,BLACK,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,GROCERY/BODEGA,FALSE,18-24,M,BLACK,25-44,M,BLACK,2223
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,FELONY,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE-HOUSE,UNKNOWN,BLACK,M,45-64,BLACK,F,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK,2224
Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",25-44,M,BLACK,MISDEMEANOR,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,<18,BLACK,M,45-64,BLACK,F,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,2225
Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,ASSAULT 3,25-44,M,BLACK,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,25-44,M,BLACK,2226
